Region,Date,"Average Case/10,000","Average Death/10,000"
Southwest,2020-08-03,151.05955574277596,3.0925403075983313
Southwest,2020-08-04,153.0233684182403,3.149732889257159
Southwest,2020-08-05,155.3783677893184,3.2170417356960677
Southwest,2020-08-06,157.31830605841296,3.271856233028357
Southwest,2020-08-07,159.23391009786388,3.3348787585750226
Southwest,2020-08-08,160.8691391966313,3.380407203879927
Southwest,2020-08-09,162.20092994781328,3.3978336106109563
Southwest,2020-08-10,163.37828317022957,3.413673453069885
Southwest,2020-08-11,165.15390050154224,3.463159966825662
Southwest,2020-08-12,166.62607785729404,3.5491436798921443
Southeast,2020-03-01,0.0009311968015997215,0.0
Southeast,2020-03-02,0.0014074465309911511,0.0
Southeast,2020-03-03,0.00141131815315178,0.0
Southeast,2020-03-04,0.00141131815315178,0.0
Southeast,2020-03-05,0.0015409646981055266,0.0
Southeast,2020-03-06,0.002596455322720469,0.00015519946693328692
Southeast,2020-03-07,0.0032636701974725216,0.00013302811451424592
Southeast,2020-03-08,0.006523243486117249,0.00013302811451424592
Southeast,2020-03-09,0.00848217088059801,0.00011639960019996519
Southeast,2020-03-10,0.012972647752384298,0.00011639960019996519
Southeast,2020-03-11,0.014208914509483073,9.311968015997215e-05
Southeast,2020-03-12,0.021343000734977285,0.0001873044931791012
Southeast,2020-03-13,0.03131744344068187,0.0001702768119810011
Southeast,2020-03-14,0.04827235565003591,0.0005146648895685868
Southeast,2020-03-15,0.06717511258565581,0.0007102190287906967
Southeast,2020-03-16,0.08413657343029786,0.0013281488634835769
Southeast,2020-03-17,0.10471921718583303,0.0017512166903354883
Southeast,2020-03-18,0.14727690541009053,0.0023055071673412264
Southeast,2020-03-19,0.2141755393433303,0.0038980213686913645
Southeast,2020-03-20,0.3114589110768503,0.004574476039698123
Southeast,2020-03-21,0.42040966974394667,0.006726754976454912
Southeast,2020-03-22,0.5202529057135962,0.00820671700495409
Southeast,2020-03-23,0.6702843050860431,0.011234033219514116
Southeast,2020-03-24,0.8316526380442001,0.015618531313444282
Southeast,2020-03-25,1.0731238380603283,0.021906984944370746
Southeast,2020-03-26,1.347054096795106,0.027698335716931727
Southeast,2020-03-27,1.6199220231357532,0.037821602167138355
Southeast,2020-03-28,1.9143257708366475,0.04544843132285852
Southeast,2020-03-29,2.150213693610145,0.050907744526463454
Southeast,2020-03-30,2.4387341679312535,0.06253392828845641
Southeast,2020-03-31,2.9652749839795165,0.07879803170138654
