State      Area_Name                       POP_ESTIMATE_2019   
MO         Lafayette County                               32708
MO         Lawrence County                                38355
MO         Lewis County                                    9776
MO         Lincoln County                                 59013
MO         Linn County                                    11920
MO         Livingston County                              15227
MO         McDonald County                                22837
MO         Macon County                                   15117
MO         Madison County                                 12088
MO         Maries County                                   8697
MO         Marion County                                  28530
MO         Mercer County                                   3617
MO         Miller County                                  25619
MO         Mississippi County                             13180
MO         Moniteau County                                16132
MO         Monroe County                                   8644
MO         Montgomery County                              11551
MO         Morgan County                                  20627
MO         New Madrid County                              17076
MO         Newton County                                  58236
MO         Nodaway County                                 22092
MO         Oregon County                                  10529
MO         Osage County                                   13615
MO         Ozark County                                    9174
MO         Pemiscot County                                15805
MO         Perry County                                   19136
MO         Pettis County                                  42339
MO         Phelps County                                  44573
MO         Pike County                                    18302
MO         Platte County                                 104418
MO         Polk County                                    32149
MO         Pulaski County                                 52607
MO         Putnam County                                   4696
MO         Ralls County                                   10309
MO         Randolph County                                24748
MO         Ray County                                     23018
MO         Reynolds County                                 6270
MO         Ripley County                                  13288
MO         St. Charles County                            402022
MO         St. Clair County                                9397
MO         Ste. Genevieve County                          17894
MO         St. Francois County                            67215
MO         St. Louis County                              994205
MO         Saline County                                  22761
MO         Schuyler County                                 4660
MO         Scotland County                                 4902
MO         Scott County                                   38280
MO         Shannon County                                  8166
MO         Shelby County                                   5930
MO         Stoddard County                                29025
MO         Stone County                                   31952
MO         Sullivan County                                 6089
MO         Taney County                                   55928
MO         Texas County                                   25398
MO         Vernon County                                  20563
MO         Warren County                                  35649
MO         Washington County                              24730
MO         Wayne County                                   12873
MO         Webster County                                 39592
MO         Worth County                                    2013
MO         Wright County                                  18289
MO         St. Louis city                                300576
MT         Montana                                      1068778
MT         Beaverhead County                               9453
MT         Big Horn County                                13319
MT         Blaine County                                   6681
MT         Broadwater County                               6237
MT         Carbon County                                  10725
MT         Carter County                                   1252
MT         Cascade County                                 81366
MT         Chouteau County                                 5635
MT         Custer County                                  11402
MT         Daniels County                                  1690
MT         Dawson County                                   8613
MT         Deer Lodge County                               9140
MT         Fallon County                                   2846
MT         Fergus County                                  11050
MT         Flathead County                               103806
MT         Gallatin County                               114434
MT         Garfield County                                 1258
MT         Glacier County                                 13753
MT         Golden Valley County                             821
MT         Granite County                                  3379
MT         Hill County                                    16484
MT         Jefferson County                               12221
MT         Judith Basin County                             2007
MT         Lake County                                    30458
MT         Lewis and Clark County                         69432
MT         Liberty County                                  2337
MT         Lincoln County                                 19980
MT         McCone County                                   1664
MT         Madison County                                  8600
MT         Meagher County                                  1862
MT         Mineral County                                  4397
MT         Missoula County                               119600
MT         Musselshell County                              4633
MT         Park County                                    16606
MT         Petroleum County                                 487
MT         Phillips County                                 3954
MT         Pondera County                                  5911
MT         Powder River County                             1682
MT         Powell County                                   6890
MT         Prairie County                                  1077
MT         Ravalli County                                 43806
MT         Richland County                                10803
MT         Roosevelt County                               11004
MT         Rosebud County                                  8937
MT         Sanders County                                 12113
MT         Sheridan County                                 3309
MT         Silver Bow County                              34915
MT         Stillwater County                               9642
MT         Sweet Grass County                              3737
MT         Teton County                                    6147
MT         Toole County                                    4736
MT         Treasure County                                  696
MT         Valley County                                   7396
MT         Wheatland County                                2126
MT         Wibaux County                                    969
MT         Yellowstone County                            161300
NE         Nebraska                                     1934408
NE         Adams County                                   31363
NE         Antelope County                                 6298
NE         Arthur County                                    463
NE         Banner County                                    745
NE         Blaine County                                    465
NE         Boone County                                    5192
NE         Box Butte County                               10783
NE         Boyd County                                     1919
NE         Brown County                                    2955
NE         Buffalo County                                 49659
NE         Burt County                                     6459
NE         Butler County                                   8016
NE         Cass County                                    26248
NE         Cedar County                                    8402
NE         Chase County                                    3924
NE         Cherry County                                   5689
NE         Cheyenne County                                 8910
NE         Clay County                                     6203
NE         Colfax County                                  10709
NE         Cuming County                                   8846
NE         Custer County                                  10777
NE         Dakota County                                  20026
NE         Dawes County                                    8589
NE         Dawson County                                  23595
NE         Deuel County                                    1794
NE         Dixon County                                    5636
NE         Dodge County                                   36565
NE         Douglas County                                571327
NE         Dundy County                                    1693
NE         Fillmore County                                 5462
NE         Franklin County                                 2979
NE         Frontier County                                 2627
NE         Furnas County                                   4676
NE         Gage County                                    21513
NE         Garden County                                   1837
NE         Garfield County                                 1969
NE         Gosper County                                   1990
NE         Grant County                                     623
NE         Greeley County                                  2356
NE         Hall County                                    61353
NE         Hamilton County                                 9324
NE         Harlan County                                   3380
NE         Hayes County                                     922
NE         Hitchcock County                                2762
NE         Holt County                                    10067
NE         Hooker County                                    682
NE         Howard County                                   6445
NE         Jefferson County                                7046
NE         Johnson County                                  5071
NE         Kearney County                                  6495
NE         Keith County                                    8034
NE         Keya Paha County                                 806
NE         Kimball County                                  3632
NE         Knox County                                     8332
NE         Lancaster County                              319090
NE         Lincoln County                                 34914
NE         Logan County                                     748
NE         Loup County                                      664
NE         McPherson County                                 494
NE         Madison County                                 35099
NE         Merrick County                                  7755
NE         Morrill County                                  4642
NE         Nance County                                    3519
NE         Nemaha County                                   6972
NE         Nuckolls County                                 4148
NE         Otoe County                                    16012
NE         Pawnee County                                   2613
NE         Perkins County                                  2891
NE         Phelps County                                   9034
NE         Pierce County                                   7148
NE         Platte County                                  33470
NE         Polk County                                     5213
NE         Red Willow County                              10724
NE         Richardson County                               7865
NE         Rock County                                     1357
NE         Saline County                                  14224
NE         Sarpy County                                  187196
NE         Saunders County                                21578
NE         Scotts Bluff County                            35618
NE         Seward County                                  17284
NE         Sheridan County                                 5246
NE         Sherman County                                  3001
NE         Sioux County                                    1166
NE         Stanton County                                  5920
NE         Thayer County                                   5003
NE         Thomas County                                    722
NE         Thurston County                                 7224
NE         Valley County                                   4158
NE         Washington County                              20729
NE         Wayne County                                    9385
NE         Webster County                                  3487
NE         Wheeler County                                   783
NE         York County                                    13679
NV         Nevada                                       3080156
NV         Churchill County                               24909
NV         Clark County                                 2266715
NV         Douglas County                                 48905
NV         Elko County                                    52778
NV         Esmeralda County                                 873
NV         Eureka County                                   2029
NV         Humboldt County                                16831
NV         Lander County                                   5532
NV         Lincoln County                                  5183
NV         Lyon County                                    57510
NV         Mineral County                                  4505
NV         Nye County                                     46523
NV         Pershing County                                 6725
NV         Storey County                                   4123
NV         Washoe County                                 471519
NV         White Pine County                               9580
NV         Carson City                                    55916
NH         New Hampshire                                1359711
NH         Belknap County                                 61303
NH         Carroll County                                 48910
NH         Cheshire County                                76085
NH         Coos County                                    31563
NH         Grafton County                                 89886
NH         Hillsborough County                           417025
NH         Merrimack County                              151391
NH         Rockingham County                             309769
NH         Strafford County                              130633
NH         Sullivan County                                43146
NJ         New Jersey                                   8882190
NJ         Atlantic County                               263670
NJ         Bergen County                                 932202
NJ         Burlington County                             445349
NJ         Camden County                                 506471
NJ         Cape May County                                92039
NJ         Cumberland County                             149527
NJ         Essex County                                  798975
NJ         Gloucester County                             291636
NJ         Hudson County                                 672391
NJ         Hunterdon County                              124371
NJ         Mercer County                                 367430
NJ         Middlesex County                              825062
NJ         Monmouth County                               618795
NJ         Morris County                                 491845
NJ         Ocean County                                  607186
NJ         Passaic County                                501826
NJ         Salem County                                   62385
NJ         Somerset County                               328934
NJ         Sussex County                                 140488
NJ         Union County                                  556341
NJ         Warren County                                 105267
NM         New Mexico                                   2096829
NM         Bernalillo County                             679121
NM         Catron County                                   3527
NM         Chaves County                                  64615
NM         Cibola County                                  26675
NM         Colfax County                                  11941
NM         Curry County                                   48954
NM         De Baca County                                  1748
NM         Doña Ana County                               218195
NM         Eddy County                                    58460
NM         Grant County                                   26998
NM         Guadalupe County                                4300
NM         Harding County                                   625
NM         Hidalgo County                                  4198
NM         Lea County                                     71070
NM         Lincoln County                                 19572
NM         Los Alamos County                              19369
NM         Luna County                                    23709
NM         McKinley County                                71367
NM         Mora County                                     4521
NM         Otero County                                   67490
NM         Quay County                                     8253
NM         Rio Arriba County                              38921
NM         Roosevelt County                               18500
NM         Sandoval County                               146748
NM         San Juan County                               123958
NM         San Miguel County                              27277
NM         Santa Fe County                               150358
NM         Sierra County                                  10791
NM         Socorro County                                 16637
NM         Taos County                                    32723
NM         Torrance County                                15461
NM         Union County                                    4059
NM         Valencia County                                76688
NY         New York                                    19453561
NY         Albany County                                 305506
NY         Allegany County                                46091
NY         Bronx County                                 1418207
NY         Broome County                                 190488
NY         Cattaraugus County                             76117
NY         Cayuga County                                  76576
NY         Chautauqua County                             126903
NY         Chemung County                                 83456
NY         Chenango County                                47207
NY         Clinton County                                 80485
NY         Columbia County                                59461
NY         Cortland County                                47581
NY         Delaware County                                44135
NY         Dutchess County                               294218
NY         Erie County                                   918702
NY         Essex County                                   36885
NY         Franklin County                                50022
NY         Fulton County                                  53383
NY         Genesee County                                 57280
NY         Greene County                                  47188
NY         Hamilton County                                 4416
NY         Herkimer County                                61319
NY         Jefferson County                              109834
NY         Kings County                                 2559903
NY         Lewis County                                   26296
NY         Livingston County                              62914
NY         Madison County                                 70941
NY         Monroe County                                 741770
NY         Montgomery County                              49221
NY         Nassau County                                1356924
NY         New York County                              1628706
NY         Niagara County                                209281
NY         Oneida County                                 228671
NY         Onondaga County                               460528
NY         Ontario County                                109777
NY         Orange County                                 384940
NY         Orleans County                                 40352
NY         Oswego County                                 117124
NY         Otsego County                                  59493
NY         Putnam County                                  98320
NY         Queens County                                2253858
NY         Rensselaer County                             158714
NY         Richmond County                               476143
NY         Rockland County                               325789
NY         St. Lawrence County                           107740
NY         Saratoga County                               229863
NY         Schenectady County                            155299
NY         Schoharie County                               30999
NY         Schuyler County                                17807
NY         Seneca County                                  34016
NY         Steuben County                                 95379
NY         Suffolk County                               1476601
NY         Sullivan County                                75432
NY         Tioga County                                   48203
NY         Tompkins County                               102180
NY         Ulster County                                 177573
NY         Warren County                                  63944
NY         Washington County                              61204
NY         Wayne County                                   89918
NY         Westchester County                            967506
NY         Wyoming County                                 39859
NY         Yates County                                   24913
NC         North Carolina                              10488084
NC         Alamance County                               169509
NC         Alexander County                               37497
NC         Alleghany County                               11137
NC         Anson County                                   24446
NC         Ashe County                                    27203
NC         Avery County                                   17557
NC         Beaufort County                                46994
NC         Bertie County                                  18947
NC         Bladen County                                  32722
NC         Brunswick County                              142820
NC         Buncombe County                               261191
NC         Burke County                                   90485
NC         Cabarrus County                               216453
NC         Caldwell County                                82178
NC         Camden County                                  10867
NC         Carteret County                                69473
NC         Caswell County                                 22604
NC         Catawba County                                159551
NC         Chatham County                                 74470
NC         Cherokee County                                28612
NC         Chowan County                                  13943
NC         Clay County                                    11231
NC         Cleveland County                               97947
NC         Columbus County                                55508
NC         Craven County                                 102139
NC         Cumberland County                             335509
NC         Currituck County                               27763
NC         Dare County                                    37009
NC         Davidson County                               167609
NC         Davie County                                   42846
NC         Duplin County                                  58741
NC         Durham County                                 321488
NC         Edgecombe County                               51472
NC         Forsyth County                                382295
NC         Franklin County                                69685
NC         Gaston County                                 224529
NC         Gates County                                   11562
NC         Graham County                                   8441
NC         Granville County                               60443
NC         Greene County                                  21069
NC         Guilford County                               537174
NC         Halifax County                                 50010
NC         Harnett County                                135976
NC         Haywood County                                 62317
NC         Henderson County                              117417
NC         Hertford County                                23677
NC         Hoke County                                    55234
NC         Hyde County                                     4937
NC         Iredell County                                181806
NC         Jackson County                                 43938
NC         Johnston County                               209339
NC         Jones County                                    9419
NC         Lee County                                     61779
NC         Lenoir County                                  55949
NC         Lincoln County                                 86111
NC         McDowell County                                45756
NC         Macon County                                   35858
NC         Madison County                                 21755
NC         Martin County                                  22440
NC         Mecklenburg County                           1110356
NC         Mitchell County                                14964
NC         Montgomery County                              27173
NC         Moore County                                  100880
NC         Nash County                                    94298
NC         New Hanover County                            234473
NC         Northampton County                             19483
NC         Onslow County                                 197938
NC         Orange County                                 148476
NC         Pamlico County                                 12726
NC         Pasquotank County                              39824
NC         Pender County                                  63060
NC         Perquimans County                              13463
NC         Person County                                  39490
NC         Pitt County                                   180742
NC         Polk County                                    20724
NC         Randolph County                               143667
NC         Richmond County                                44829
NC         Robeson County                                130625
NC         Rockingham County                              91010
NC         Rowan County                                  142088
NC         Rutherford County                              67029
NC         Sampson County                                 63531
NC         Scotland County                                34823
NC         Stanly County                                  62806
NC         Stokes County                                  45591
NC         Surry County                                   71783
NC         Swain County                                   14271
NC         Transylvania County                            34385
NC         Tyrrell County                                  4016
NC         Union County                                  239859
NC         Vance County                                   44535
NC         Wake County                                  1111761
NC         Warren County                                  19731
NC         Washington County                              11580
NC         Watauga County                                 56177
NC         Wayne County                                  123131
NC         Wilkes County                                  68412
NC         Wilson County                                  81801
NC         Yadkin County                                  37667
NC         Yancey County                                  18069
ND         North Dakota                                  762062
ND         Adams County                                    2216
ND         Barnes County                                  10415
ND         Benson County                                   6832
ND         Billings County                                  928
ND         Bottineau County                                6282
ND         Bowman County                                   3024
ND         Burke County                                    2115
ND         Burleigh County                                95626
ND         Cass County                                   181923
ND         Cavalier County                                 3762
ND         Dickey County                                   4872
ND         Divide County                                   2264
ND         Dunn County                                     4424
ND         Eddy County                                     2287
ND         Emmons County                                   3241
ND         Foster County                                   3210
ND         Golden Valley County                            1761
ND         Grand Forks County                             69451
ND         Grant County                                    2274
ND         Griggs County                                   2231
ND         Hettinger County                                2499
ND         Kidder County                                   2480
ND         LaMoure County                                  4046
ND         Logan County                                    1850
ND         McHenry County                                  5745
ND         McIntosh County                                 2497
ND         McKenzie County                                15024
ND         McLean County                                   9450
ND         Mercer County                                   8187
ND         Morton County                                  31364
ND         Mountrail County                               10545
ND         Nelson County                                   2879
ND         Oliver County                                   1959
ND         Pembina County                                  6801
ND         Pierce County                                   3975
ND         Ramsey County                                  11519
ND         Ransom County                                   5218
ND         Renville County                                 2327
ND         Richland County                                16177
ND         Rolette County                                 14176
ND         Sargent County                                  3898
ND         Sheridan County                                 1315
ND         Sioux County                                    4230
ND         Slope County                                     750
ND         Stark County                                   31489
ND         Steele County                                   1890
ND         Stutsman County                                20704
ND         Towner County                                   2189
ND         Traill County                                   8036
ND         Walsh County                                   10641
ND         Ward County                                    67641
ND         Wells County                                    3834
ND         Williams County                                37589
OH         Ohio                                        11689100
OH         Adams County                                   27698
OH         Allen County                                  102351
OH         Ashland County                                 53484
OH         Ashtabula County                               97241
OH         Athens County                                  65327
OH         Auglaize County                                45656
OH         Belmont County                                 67006
OH         Brown County                                   43432
OH         Butler County                                 383134
OH         Carroll County                                 26914
OH         Champaign County                               38885
OH         Clark County                                  134083
OH         Clermont County                               206428
OH         Clinton County                                 41968
OH         Columbiana County                             101883
OH         Coshocton County                               36600
OH         Crawford County                                41494
OH         Cuyahoga County                              1235072
OH         Darke County                                   51113
OH         Defiance County                                38087
OH         Delaware County                               209177
OH         Erie County                                    74266
OH         Fairfield County                              157574
OH         Fayette County                                 28525
OH         Franklin County                              1316756
OH         Fulton County                                  42126
OH         Gallia County                                  29898
OH         Geauga County                                  93649
OH         Greene County                                 168937
OH         Guernsey County                                38875
OH         Hamilton County                               817473
OH         Hancock County                                 75783
OH         Hardin County                                  31365
OH         Harrison County                                15040
OH         Henry County                                   27006
OH         Highland County                                43161
OH         Hocking County                                 28264
OH         Holmes County                                  43960
OH         Huron County                                   58266
OH         Jackson County                                 32413
OH         Jefferson County                               65325
OH         Knox County                                    62322
OH         Lake County                                   230149
OH         Lawrence County                                59463
OH         Licking County                                176862
OH         Logan County                                   45672
OH         Lorain County                                 309833
OH         Lucas County                                  428348
OH         Madison County                                 44731
OH         Mahoning County                               228683
OH         Marion County                                  65093
OH         Medina County                                 179746
OH         Meigs County                                   22907
OH         Mercer County                                  41172
OH         Miami County                                  106987
OH         Monroe County                                  13654
OH         Montgomery County                             531687
OH         Morgan County                                  14508
OH         Morrow County                                  35328
OH         Muskingum County                               86215
OH         Noble County                                   14424
OH         Ottawa County                                  40525
OH         Paulding County                                18672
OH         Perry County                                   36134
OH         Pickaway County                                58457
OH         Pike County                                    27772
OH         Portage County                                162466
OH         Preble County                                  40882
OH         Putnam County                                  33861
OH         Richland County                               121154
OH         Ross County                                    76666
OH         Sandusky County                                58518
OH         Scioto County                                  75314
OH         Seneca County                                  55178
OH         Shelby County                                  48590
OH         Stark County                                  370606
OH         Summit County                                 541013
OH         Trumbull County                               197974
OH         Tuscarawas County                              91987
OH         Union County                                   58988
OH         Van Wert County                                28275
OH         Vinton County                                  13085
OH         Warren County                                 234602
OH         Washington County                              59911
OH         Wayne County                                  115710
OH         Williams County                                36692
OH         Wood County                                   130817
OH         Wyandot County                                 21772
OK         Oklahoma                                     3956971
OK         Adair County                                   22194
OK         Alfalfa County                                  5702
OK         Atoka County                                   13758
OK         Beaver County                                   5311
OK         Beckham County                                 21859
OK         Blaine County                                   9429
OK         Bryan County                                   47995
OK         Caddo County                                   28762
OK         Canadian County                               148306
OK         Carter County                                  48111
OK         Cherokee County                                48657
OK         Choctaw County                                 14672
OK         Cimarron County                                 2137
OK         Cleveland County                              284014
OK         Coal County                                     5495
OK         Comanche County                               120749
OK         Cotton County                                   5666
OK         Craig County                                   14142
OK         Creek County                                   71522
OK         Custer County                                  29003
OK         Delaware County                                43009
OK         Dewey County                                    4891
OK         Ellis County                                    3859
OK         Garfield County                                61056
OK         Garvin County                                  27711
OK         Grady County                                   55834
OK         Grant County                                    4333
OK         Greer County                                    5712
OK         Harmon County                                   2653
OK         Harper County                                   3688
OK         Haskell County                                 12627
OK         Hughes County                                  13279
OK         Jackson County                                 24530
OK         Jefferson County                                6002
OK         Johnston County                                11085
OK         Kay County                                     43538
OK         Kingfisher County                              15765
OK         Kiowa County                                    8708
OK         Latimer County                                 10073
OK         Le Flore County                                49853
OK         Lincoln County                                 34877
OK         Logan County                                   48011
OK         Love County                                    10253
OK         McClain County                                 40474
OK         McCurtain County                               32832
OK         McIntosh County                                19596
OK         Major County                                    7629
OK         Marshall County                                16931
OK         Mayes County                                   41100
OK         Murray County                                  14073
OK         Muskogee County                                67997
OK         Noble County                                   11131
OK         Nowata County                                  10076
OK         Okfuskee County                                11993
OK         Oklahoma County                               797434
OK         Okmulgee County                                38465
OK         Osage County                                   46963
OK         Ottawa County                                  31127
OK         Pawnee County                                  16376
OK         Payne County                                   81784
OK         Pittsburg County                               43654
OK         Pontotoc County                                38284
OK         Pottawatomie County                            72592
OK         Pushmataha County                              11096
OK         Roger Mills County                              3583
OK         Rogers County                                  92459
OK         Seminole County                                24258
OK         Sequoyah County                                41569
OK         Stephens County                                43143
OK         Texas County                                   19983
OK         Tillman County                                  7250
OK         Tulsa County                                  651552
OK         Wagoner County                                 81289
OK         Washington County                              51527
OK         Washita County                                 10916
OK         Woods County                                    8793
OK         Woodward County                                20211
OR         Oregon                                       4217737
OR         Baker County                                   16124
OR         Benton County                                  93053
OR         Clackamas County                              418187
OR         Clatsop County                                 40224
OR         Columbia County                                52354
OR         Coos County                                    64487
OR         Crook County                                   24404
OR         Curry County                                   22925
OR         Deschutes County                              197692
OR         Douglas County                                110980
OR         Gilliam County                                  1912
OR         Grant County                                    7199
OR         Harney County                                   7393
OR         Hood River County                              23382
OR         Jackson County                                220944
OR         Jefferson County                               24658
OR         Josephine County                               87487
OR         Klamath County                                 68238
OR         Lake County                                     7869
OR         Lane County                                   382067
